name,symbol,country,exchange,sector
Fujian Kuncai Material Technology Co. Ltd. A ,603826,china,xshg,chemicals
Fujian Longking Co. Ltd. A ,600388,china,xshg,precision products
Fujian Longxi Bearing (Group) Co. Ltd. ,600592,china,xshg,industrial machinery
Fujian Mindong Electric Power Co. Ltd. A ,000993,china,xshe,renewable energy generation
Fujian Minfa Aluminium Co. Ltd. ,002578,china,xshe,aluminum
Fujian Nanping Sun Cable Co. Ltd. ,002300,china,xshe,industrial electronics
Fujian Nebula Electronics Co. Ltd. A ,300648,china,xshe,industrial electronics
Fujian Oriental Silver Star Investment Co. Ltd. A ,600753,china,xshg,real estate developers
Fujian Qingshan Paper Industry Co. Ltd. A ,600103,china,xshg,paper/pulp
Fujian Raynen Technology Co. Ltd. ,603933,china,xshg,industrial electronics
Fujian Rongji Software Co. Ltd. ,002474,china,xshe,software
Fujian Sanmu Group Co. Ltd. A ,000632,china,xshe,real estate developers
Fujian SBS Zipper Science & Technology Co. Ltd. A ,002098,china,xshe,clothing
Fujian Septwolves Industry Co. Ltd. ,002029,china,xshe,clothing
Fujian Snowman Co. Ltd. ,002639,china,xshe,building materials/products
Fujian Star Net Communication Co. Ltd. A ,002396,china,xshe,networking
Fujian Start Group Co. Ltd. A ,600734,china,xshg,computers/consumer electronics
Fujian Sunner Development Co. Ltd. ,002299,china,xshe,farming
Fujian Superpipe Co. Ltd. ,300198,china,xshe,building materials/products
Fujian Supertech Advanced Material Co. Ltd. A ,688398,china,xshg,building materials/products
Fujian Tendering Co. Ltd. A ,301136,china,xshe,technical services
Fujian Tianma Science & Technology Group Co. Ltd. ,603668,china,xshg,food products
Fujian Torch Electron Technology Co. Ltd. ,603678,china,xshg,industrial electronics
Fujian Wanchen Biotechnology Co. Ltd. A ,300972,china,xshe,farming
Fujian Yanjing Huiquan Brewery Co. Ltd. A ,600573,china,xshg,alcoholic beverages/drinks
Fujian Yongan Forestry Group JSC Ltd. A ,000663,china,xshe,forestry & wood products
Fujian Yongfu Power Engineering Co. Ltd. A ,300712,china,xshe,technical services
Fujian Yuanli Active Carbon Co. Ltd. ,300174,china,xshe,chemicals
Fujian Zhangzhou Development Co. Ltd. ,000753,china,xshe,wholesalers
Fujibo Holdings Inc. ,3104,japan,xtks,clothing
Fujicco Co. Ltd. ,2908,japan,xtks,food products
Fujicopian Co. Ltd. ,7957,japan,xtks,computers/consumer electronics
FUJIFILM Holdings Corp. ,4901,japan,xtks,computers/consumer electronics
FUJIFILM Holdings Corp. ,fujif,united states,ootc,computers/consumer electronics
FUJIFILM Holdings Corp. ADR ,fujiy,united states,ootc,computers/consumer electronics
Fujikon Industrial Holdings Ltd. ,927,hong kong,xhkg,audio/video equipment
Fujikura Composites Inc. ,5121,japan,xtks,industrial products
Fujikura Kasei Co. Ltd. ,4620,japan,xtks,chemicals
Fujikura Ltd. ,5803,japan,xtks,industrial electronics
Fujikyu Holdings Co. Ltd. ,7135,japan,xtks,specialty retail
Fujimak Corp. ,5965,japan,xtks,housewares
Fujimi Inc. ,5384,japan,xtks,industrial products
Fujimori Kogyo Co. Ltd. ,7917,japan,xtks,containers/packaging
Fujio Food Group Inc. ,2752,japan,xtks,restaurants
Fujisan Magazine Service Co. Ltd. ,3138,japan,xtks,specialty retail
Fujisash Co. Ltd. ,5940,japan,xtks,building materials/products
Fujishoji Co. Ltd. ,6257,japan,xjas,gambling industries
Fujita Kanko Inc. ,9722,japan,xtks,hotels
Fujitec Co. Ltd. ,6406,japan,xtks,industrial machinery
Fujitec Co. Ltd. ADR ,fjtcy,united states,ootc,industrial machinery
Fujitsu General Ltd. ,6755,japan,xtks,building materials/products
Fujitsu Ltd. ,fjtsf,united states,ootc,computers/consumer electronics
Fujitsu Ltd. ,6702,japan,xtks,computers/consumer electronics
Fujitsu Ltd. ADR ,fjtsy,united states,ootc,computers/consumer electronics
Fujix Ltd. ,3600,japan,xtks,clothing
Fujiya Co. Ltd. ,2211,japan,xtks,food products
Fukoku Co. Ltd. ,5185,japan,xtks,industrial products
Fukuda Corp. ,1899,japan,xtks,construction
Fukui Bank Ltd. ,8362,japan,xtks,banking
Fukui Computer Holdings Inc. ,9790,japan,xtks,software
Fukuoka Chuo Bank Ltd. ,8540,japan,xfka,banking
Fukuoka Financial Group Inc. ,fkkff,united states,ootc,banking
Fukuoka Financial Group Inc. ,8354,japan,xtks,banking
Fukuoka Financial Group Inc. ADR ,fkkfy,united states,ootc,banking
Fukuoka REIT Corp. ,8968,japan,xtks,retail reits
Fukushima Bank Ltd. ,8562,japan,xtks,banking
Fukushima Galilei Co. Ltd. ,6420,japan,xtks,building materials/products
Fukushima Printing Co. Ltd. ,7870,japan,xngo,printing
Fukutome Meat Packers Ltd. ,2291,japan,xtks,food products
Fukuvi Chemical Industry Co. Ltd. ,7871,japan,xtks,building materials/products
Fukuyama Transporting Co. Ltd. ,9075,japan,xtks,trucking
Fulcrum Therapeutics Inc. ,fulc,united states,xnas,biotechnology
Fulcrum Utility Services Ltd. ,fcrm,united kingdom,xlon,construction
Fulgent Genetics Inc. ,flgt,united states,xnas,healthcare provision
Fulgent Sun International (Holding) Co. Ltd. ,9802,taiwan,xtai,footwear
Fulham Shore PLC ,ful,united kingdom,xlon,restaurants
Fulin Plastic Industry (Cayman) Holding Co. Ltd. ,1341,taiwan,xtai,chemicals
Full Alliance Group Inc. ,fagi,united states,ootc,personal care products/appliances
Full House Resorts Inc. ,fll,united states,xnas,gambling industries
Full Metal Minerals Ltd. ,fmm,canada,xtsx,general mining
Full Metal Minerals Ltd. ,flmtf,united states,ootc,general mining
Full Motion Beverage Inc. ,fmbv,united states,ootc,non-alcoholic beverages/drinks
Full Speed Inc. ,2159,japan,xtks,advertising/marketing/public relations
Full Truck Alliance Co. Ltd. ADR ,ymm,united states,xnys,software
Full Wang International Development Co. Ltd. ,6219,taiwan,roco,real estate developers
Fullcast Holdings Co. Ltd. ,4848,japan,xtks,employment/training services
Fuller Smith & Turner PLC ,fsta,united kingdom,xlon,restaurants
Fullerton Technology Co. Ltd. ,6136,taiwan,xtai,software
Fullink Technology Co. Ltd. A ,301067,china,xshe,networking
Fullnet Communications Inc. ,fulo,united states,ootc,wired telecommunications services
Fullshare Holdings Ltd. ,607,hong kong,xhkg,real estate developers
Fullsix S.p.A. ,ful,italy,xmil,internet/online
Fullsun International Holdings Group Co. Ltd. ,627,hong kong,xhkg,real estate developers
Fulltech Co. Ltd. ,6546,japan,xtks,building materials/products
Fulltech Fiber Glass Corp. ,1815,taiwan,roco,industrial products
Fullwealth International Group Holdings Ltd. ,1034,hong kong,xhkg,construction
Fulongma Group Co. Ltd. A ,603686,china,xshg,commercial vehicles
Fulton Financial Corp. ,fult,united states,xnas,banking
Fulton Financial Corp. Dep. Pfd. (Rep. 1/40th Perp. Pfd. Series A) ,fultp,united states,ootc,banking
Fulu Holdings Ltd. ,2101,hong kong,xhkg,internet/online
Fuluhashi EPO Corp. ,9221,japan,xtks,environment/waste management
Fulum Group Holdings Ltd. ,1443,hong kong,xhkg,restaurants
Fumakilla Ltd. ,4998,japan,xtks,chemicals
Fuman Microelectronics Group Co. Ltd. A ,300671,china,xshe,industrial electronics
Fun Yours Technology Co. Ltd. ,6482,taiwan,roco,toys & games
Funai Soken Holdings Inc. ,9757,japan,xtks,diversified business services
Function International PCL ,fti,thailand,xbkk,industrial machinery
Fundamenta Real Estate AG ,fren,switzerland,xswx,real estate developers
Fundely Co. Ltd. ,3137,japan,xtks,restaurants
Funding Circle Holdings PLC ,fch,united kingdom,xlon,consumer finance
Fundo de Investimento Imobiliario BTG Pactual Terras Agricolas ,btra11,brazil,bvmf,specialty reits
Fundo de Investimento Imobiliario de CRI Integral Brei ,ibcr11,brazil,bvmf,mortgage reits
Fundo de Investimento Imobiliario Devant Fundo de Fundos Imobiliarios ,dvff11,brazil,bvmf,diversified reits
Fundusz Hipoteczny Dom S.A. ,fhd,poland,xwar,mortgages
Fundviser Capital (India) Ltd. ,530197,india,xbom,finance companies
Funeng Oriental Equipment Technology Co. Ltd. A ,300173,china,xshe,industrial machinery
Friedrich Vorwerk Group SE ADR ,frvwy,united states,ootc,construction
Friend Co. Ltd. A ,605050,china,xshg,iron/steel
Friendable Inc. ,fdbl,united states,ootc,internet/online
Friendly Corp. ,8209,japan,xtks,restaurants
Friendly Hills Bancorp ,fhlb,united states,ootc,banking
FriendTimes Inc. ,6820,hong kong,xhkg,toys & games
FrieslandCampina Engro Pakistan Ltd. ,fcepl,pakistan,xkar,food products
Frigoglass S.A. ,frigo,greece,xath,building materials/products
Frigo-Pak Gida Maddeleri Sanayi ve Ticaret A.S. ,frigo.e,turkey,xist,food products
Frisq Holding AB ,frisq,sweden,xsto,software
Fritzy Tech Inc. ,frfr,united states,ootc,real estate developers
FRIWO AG ,cea,united states,xetr,industrial electronics
FRMO Corp. ,frmo,united states,ootc,finance companies
FRNT Financial Inc. ,frnt,canada,xtsx,securities
Froch Enterprise Co. Ltd. ,2030,taiwan,xtai,iron/steel
From Bio Co. Ltd. ,377220,south korea,xkrx,food products
Front Ventures AB ,frnt.b,sweden,xngm,finance companies
Frontage Holdings Corp. ,1521,hong kong,xhkg,healthcare provision
Frontdoor inc. ,ftdr,united states,xnas,non-life insurance
FRONTEO Inc. ,2158,japan,xtks,emerging technologies
Frontera Energy Corp. ,fec,canada,xtse,oil extraction
Frontera Energy Corp. ,fecn,mexico,xmex,oil extraction
Frontera Energy Corp. ,feccf,united states,ootc,oil extraction
Frontera Group Inc. ,frtg,united states,ootc,diversified business services
Frontier Acquisition Corp. ,fronu,united states,xnas,shell companies
Frontier Acquisition Corp. Cl A ,fron,united states,xnas,shell companies
Frontier Acquisition Corp. Wt ,fronw,united states,xnas,None
Frontier Biopharmaceuticals (Nanjing) Co. Ltd. A ,688221,china,xshg,biotechnology
Frontier Ceramics Ltd. ,frcl,pakistan,xkar,building materials/products
Frontier Communications Parent Inc. ,fybr,united states,xnas,wired telecommunications services
Frontier Developments PLC ,fdev,united kingdom,xlon,toys & games
Frontier Digital Ventures Ltd. ,fdv,australia,xasx,advertising/marketing/public relations
Frontier Energy Ltd. ,fhe,australia,xasx,renewable energy generation
Frontier Group Holdings Inc. ,ulcc,united states,xnas,passenger airlines
Frontier Inc. ,4250,japan,xfka,wholesalers
Frontier International Inc. ,7050,japan,xtks,advertising/marketing/public relations
Frontier Investment Corp. ,ficvu,united states,xnas,shell companies
Frontier Investment Corp. Cl A ,ficv,united states,xnas,shell companies
Frontier Investment Corp. Wt ,ficvw,united states,xnas,None
Frontier IP Group PLC ,fipp,united kingdom,xlon,finance companies
Frontier Lithium Inc. ,fl,canada,xtsx,general mining
Frontier Lithium Inc. ,litof,united states,ootc,general mining
Frontier Management Inc. ,7038,japan,xtks,diversified business services
Frontier Real Estate Investment Corp. ,8964,japan,xtks,retail reits
Frontier Resources Ltd. ,fnt,australia,xasx,general mining
Frontier Services Group Ltd. ,dvnhf,united states,ootc,transportation services
Frontier Services Group Ltd. ,500,hong kong,xhkg,transportation services
Frontier Springs Ltd. ,522195,india,xbom,industrial products
Frontier Transport Holdings Ltd. ,fth,south africa,xjse,"passenger transport, other"
Frontken Corp. Bhd ,0128,malaysia,xkls,technical services
Frontline Corp. Ltd. ,532042,india,xbom,wholesalers
Frontline Ltd. ,fro,united states,xnys,water transport/shipping
Frontline Ltd. ,0reh,united kingdom,xlon,water transport/shipping
Frontline Ltd. ,frln,germany,xfra,water transport/shipping
Frontline Ltd. ,fro,norway,xosl,water transport/shipping
Frosta AG ,nlm,germany,xfra,food products
Froy ASA ,froy,norway,xosl,water transport/shipping
FRP Advisory Group PLC ,frp,united kingdom,xlon,investment advisors
FRP Holdings Inc. ,frph,united states,xnas,real estate developers
FRTEK Co. Ltd. ,073540,south korea,xkrx,networking
Frugl Group Ltd. ,fgl,australia,xasx,software
Fruitas Holdings Inc. ,fruit,philippines,xphs,non-alcoholic beverages/drinks
Fruition Venture Ltd. ,538568,india,xbom,wholesalers
Frumentum Inversiones SICAV S.A. ,s3696,spain,mabx,mutual & other funds
Fruta Fruta Inc. ,2586,japan,xtks,food products
FS Bancorp Inc. ,fsbw,united states,xnas,banking
FS KKR Capital Corp. ,fsk,united states,xnys,closed-end funds
FSA Group Ltd. ,fsa,australia,xasx,diversified business services
FSBM Holdings Bhd ,9377,malaysia,xkls,computer services
FSD Pharma Inc. ,huge,canada,xcnq,farming
FSD Pharma Inc. ,huge,united states,xnas,farming
FSE Lifestyle Services Ltd. ,331,hong kong,xhkg,technical services
F-Secure Oyj ,fsoyf,united states,ootc,software
Fsilon Furnishing & Construction Materials Corp. A ,605318,china,xshg,building materials/products
FSM Holdings Ltd. ,1721,hong kong,xhkg,industrial products
FSN Co. Ltd. ,214270,south korea,xkrx,software
FSN E-Commerce Ventures Ltd. ,543384,india,xbom,specialty retail
FSP Technology Inc. ,3015,taiwan,xtai,industrial electronics
FSPG Hi-Tech Co. Ltd. ,000973,china,xshe,chemicals
FSport AB ,fsport,sweden,xsto,gambling industries
F-star Therapeutics Inc. ,fstx,united states,xnas,pharmaceuticals
FTAC Athena Acquisition Corp. ,ftaau,united states,xnas,shell companies
FTAC Athena Acquisition Corp. Wt ,ftaaw,united states,xnas,None
FTAC Emerald Acquisition Corp. Cl A ,emld,united states,xnas,shell companies
FTAC Emerald Acquisition Corp. Un ,emldu,united states,xnas,shell companies
FTAC Emerald Acquisition Corp. Wt ,emldw,united states,xnas,None
FTAC Hera Acquisition Corp. ,herau,united states,xnas,shell companies
FTAC Hera Acquisition Corp. Cl A ,hera,united states,xnas,shell companies
FTAC Hera Acquisition Corp. Wt ,heraw,united states,xnas,None
FTAC Parnassus Acquisition Corp. ,ftpau,united states,xnas,shell companies
FTAC Parnassus Acquisition Corp. Cl A ,ftpa,united states,xnas,shell companies
FTAC Parnassus Acquisition Corp. Wt ,ftpaw,united states,xnas,None
FTAC Zeus Acquisition Corp. Cl A ,zing,united states,xnas,shell companies
FTAC Zeus Acquisition Corp. Un ,zingu,united states,xnas,shell companies
FTAC Zeus Acquisition Corp. Wt ,zingw,united states,xnas,None
FTB Turizam d.d. ,lrhc,croatia,xzag,hotels
FTC Solar Inc. ,ftci,united states,xnas,industrial electronics
F-Tech Inc. ,7212,japan,xtks,motor vehicle parts
FTI Consulting Inc. ,fcn,united states,xnys,diversified business services
FTI Foodtech International Inc. ,fti,canada,xtsx,wholesalers
FTN Cocoa Processors PLC ,ftncocoa,nigeria,xnsa,food products
Fu Burg Industrial Co. Ltd. ,8929,taiwan,roco,nondurable household products
Fu Chun Shin Machinery Manufacture Co. Ltd. ,6603,taiwan,roco,industrial machinery
Fu Shek Financial Holdings Ltd. ,2263,hong kong,xhkg,securities
Fu Shou Yuan International Group Ltd. ,1448,hong kong,xhkg,consumer services
Fu Ta Material Technology Co. Ltd. ,4402,taiwan,roco,clothing
