name,symbol,country,exchange,sector
WOTSO Property ,wot,australia,xasx,diversified reits
Wow Factor PCL ,w,thailand,xbkk,semiconductors
WOW WORLD Inc. ,2352,japan,xtks,software
Wowio Inc. ,wwio,united states,ootc,publishing
WOWOW Inc. ,4839,japan,xtks,broadcasting
Wowprime Corp. ,2727,taiwan,xtai,restaurants
WP Energy PCL ,wp,thailand,xbkk,gas utilities
WPD Pharmaceuticals Inc. ,wbio,canada,xcnq,biotechnology
WPD Pharmaceuticals Inc. ,wpdpf,united states,ootc,biotechnology
WPG (Shanghai) Smart Water PCL A ,603956,china,xshg,industrial machinery
WPG Holdings Ltd. ,3702,taiwan,xtai,semiconductors
WPIL Ltd. ,505872,india,xbom,industrial machinery
WPP PLC ,wpp,united kingdom,xlon,advertising/marketing/public relations
WPP PLC ,0wp,germany,xfra,advertising/marketing/public relations
WPP PLC ADR ,wpp,united states,xnys,advertising/marketing/public relations
WPP Scangroup Ltd. ,scan,kenya,xnai,advertising/marketing/public relations
WQN Inc. ,wqni,united states,ootc,finance companies
WR Wohnraum AG ,88d,germany,xmun,real estate developers
Wrap Technologies Inc. ,wrap,united states,xnas,defense equipment/products
Wright Investors' Service Holdings Inc. ,iwsh,united states,ootc,investment advisors
WRIT Media Group Inc. ,writ,united states,ootc,motion picture/sound recording
Writeup Co. Ltd. ,6580,japan,xtks,diversified business services
wrkr Ltd. ,wrk,australia,xasx,accounting
W-SCOPE Corp. ,6619,japan,xtks,industrial electronics
WSFS Financial Corp. ,wsfs,united states,xnas,banking
WSI Co. Ltd. ,299170,south korea,xkrx,shell companies
WSP Global Inc. ,wspof,united states,ootc,technical services
WSP Global Inc. ,wsp,canada,xtse,technical services
WT Financial Group Ltd. ,wtl,australia,xasx,investment advisors
WT Group Holdings Ltd. ,8422,hong kong,xhkg,construction
WT Microelectronics Co. Ltd. ,3036,taiwan,xtai,semiconductors
WT Microelectronics Co. Ltd. Pfd. ,3036a,taiwan,xtai,semiconductors
WTB Financial Corp. Cl B ,wtbfb,united states,ootc,banking
WTK Holdings Bhd ,4243,malaysia,xkls,forestry & wood products
Wuchan Zhongda Group Co. Ltd. A ,600704,china,xshg,wholesalers
Wuestenrot & Wuerttembergische AG ,0gjn,united kingdom,xlon,banking
Wuestenrot & Wuerttembergische AG ,wuw,united states,xetr,banking
Wuhan Citms Technology Co. Ltd. A ,688038,china,xshg,software
Wuhan DDMC Culture & Sports Co. Ltd. A ,600136,china,xshg,motion picture/sound recording
Wuhan DR Laser Technology Corp. Ltd. A ,300776,china,xshe,precision products
Wuhan East Lake High Technology Group Co. Ltd. A ,600133,china,xshg,diversified holding companies
Wuhan EasyDiagnosis Biomedicine Co. Ltd. A ,002932,china,xshe,medical equipment/supplies
Wuhan Fingu Electronic Technology Co. Ltd. ,002194,china,xshe,networking
Wuhan General Group (China) Inc. ,wuhn,united states,ootc,industrial machinery
Wuhan Golden Laser Co. Ltd. ,300220,china,xshe,precision products
Wuhan Guide Infrared Co. Ltd. ,002414,china,xshe,precision products
Wuhan Hiteck Biological Pharma Co. Ltd. A ,300683,china,xshe,biotechnology
Winson Machinery Co. Ltd. ,4538,taiwan,roco,iron/steel
Winstech Precision Holding Co. Ltd. A ,001319,china,xshe,motor vehicle parts
Winstek Semiconductor Co. Ltd. ,3265,taiwan,roco,semiconductors
Winston Gold Corp. ,wgc,canada,xcnq,gold
Winston Gold Corp. ,wgmcf,united states,ootc,gold
Winston Medical Supply Co. Ltd. ,6817,taiwan,roco,pharmaceuticals
Wintec Co. Ltd. ,320000,south korea,xkrx,housewares
Wintermar Offshore Marine ,wins,indonesia,xidx,water transport/shipping
Wintest Corp. ,6721,japan,xtks,precision products
Wintime Energy Co. Ltd. ,600157,china,xshg,coal
Winto Group (Holdings) Ltd. ,8238,hong kong,xhkg,publishing
Winton Land Ltd. ,win,new zealand,xnze,real estate developers
Wintrust Financial Corp. ,wtfc,united states,xnas,banking
Wintrust Financial Corp. Dep. Pfd. (Rep. 1/1000th Perp. Pfd. Series E) ,wtfcp,united states,xnas,banking
Wintrust Financial Corp. Fixed/Floating Non-Cum. Perp. Pfd. Series D ,wtfcm,united states,xnas,banking
WinVest Acquisition Corp. ,winvu,united states,xnas,shell companies
WinVest Acquisition Corp. ,winv,united states,xnas,shell companies
WinVest Acquisition Corp. Rt ,winvr,united states,xnas,shell companies
WinVest Acquisition Corp. Wt ,winvw,united states,xnas,None
Winvest Group Ltd. ,wnlv,united states,ootc,industrial products
WinWay Technology Co. Ltd. ,6515,taiwan,xtai,precision products
Wipro Ltd. ,507685,india,xbom,None
Wipro Ltd. ADR ,wioa,germany,xfra,computer services
Wipro Ltd. ADR ,wit,united states,xnys,computer services
Wir Asia ,wirg,indonesia,xidx,emerging technologies
Wira Global Solusi ,wgsh,indonesia,xidx,finance companies
Wirecard AG ,wdi,germany,xham,None
Wireless Power Amplifier Module Inc. ,332570,south korea,xkrx,networking
Wireless Telecom Group Inc. ,wtt,united states,xase,networking
WirelessGate Inc. ,9419,japan,xtks,computer services
Wiremedia Inc. ,wrma,united states,ootc,networking
Wires & Fabriks (SA) Ltd. ,507817,india,xbom,clothing
WirTek A/S ,wirtek,denmark,xcse,software
Wirtualna Polska Holding S.A. ,wpl,poland,xwar,internet/online
WiSA Technologies Inc. ,wisa,united states,xnas,semiconductors
Wiscom Co. Ltd. ,024070,south korea,xkrx,industrial products
Wiscom System Co. Ltd. ,002090,china,xshe,renewable energy generation
Wisconsin Electric Power 3.6% Pfd. ,welpp,united states,ootc,multiutilities
Wisconsin Electric Power 6% Pfd. ,welpm,united states,ootc,multiutilities
Wisdom Capital Preservation S.A. ,s2137,spain,xmad,mutual & other funds
Wisdom Education International Holdings Co. Ltd. ,6068,hong kong,xhkg,consumer services
Wisdom Homes of America Inc. ,wofa,united states,ootc,specialty retail
Wisdom Marine Lines Co. Ltd. ,2637,taiwan,xtai,water transport/shipping
Wisdom Sports Group ,1661,hong kong,xhkg,motion picture/sound recording
Wisdom Wealth Resources Investment Holding Group Ltd. ,7,hong kong,xhkg,wholesalers
WisdomTree Investments Inc. ,wetf,united states,xnas,investment advisors
WisdomTree Investments Inc. ,0ly1,united kingdom,xlon,investment advisors
Wise Ally International Holdings Ltd. ,9918,hong kong,xhkg,industrial electronics
Wise Birds Inc. ,273060,south korea,xkrx,advertising/marketing/public relations
Wise Group AB ,wise,sweden,xsto,employment/training services
WISE iTech Co. Ltd. ,065370,south korea,xkrx,software
Wise PLC ,wise,united kingdom,xlon,banking
Wise PLC ADR ,wizey,united states,ootc,banking
Wise PLC GBP ,wplcf,united states,ootc,banking
WiseChip Semiconductor Inc. ,5245,taiwan,roco,semiconductors
WISeKey International Holding Ltd. ,wihn,switzerland,xswx,software
WISeKey International Holding Ltd. ,wskef,united states,ootc,software
WISeKey International Holding Ltd. ,0rf1,united kingdom,xlon,software
WISeKey International Holding Ltd. ADR ,wkey,united states,xnas,software
Wisesoft Co. Ltd. A ,002253,china,xshe,software
WiseTech Global Ltd. ,wtchf,united states,ootc,software
WiseTech Global Ltd. ,17w,germany,xfra,software
WiseTech Global Ltd. ,wtc,australia,xasx,software
Wiseway Group Ltd. ,wwg,australia,xasx,transportation services
Wishbone Gold PLC ,wsbn,united kingdom,xlon,gold
Wisher Industrial Co. Ltd. ,1465,taiwan,xtai,clothing
Wishpond Technologies Ltd. ,wish,canada,xtsx,shell companies
Wishpond Technologies Ltd. ,wpndf,united states,ootc,shell companies
Wismilak Inti Makmur ,wiim,indonesia,xidx,tobacco
WiSoL Co. Ltd. ,122990,south korea,xkrx,industrial electronics
Wison Engineering Services Co. Ltd. ,2236,hong kong,xhkg,technical services
Wisr Ltd. ,wzr,australia,xasx,consumer finance
Wistron Corp. ,3231,taiwan,xtai,computers/consumer electronics
Wistron Information Technology & Services Corp. ,4953,taiwan,roco,software
Wistron NeWeb Corp. ,6285,taiwan,xtai,networking
Witbe S.A. ,alwit,france,xpar,software
WithSecure Oyj ,fsc1v,finland,xhel,software
WithSecure Oyj ,0eie,united kingdom,xlon,software
WithTech Inc. ,348350,south korea,xkrx,precision products
Withus Pharmaceutical Co. Ltd. ,330350,south korea,xkrx,pharmaceuticals
Wittchen S.A. ,wtn,poland,xwar,specialty retail
Witted Megacorp Oy ,witted,finland,xhel,software
WITZ Corp. ,4440,japan,xtks,software
Wiworld Co. Ltd. ,140660,south korea,xkon,networking
Wiwynn Corp. ,6669,taiwan,xtai,internet/online
Wix.com Ltd. ,wix,united states,xnas,software
Wiz Corp. Inc. ,038620,south korea,xkrx,computer services
Wiz Solucoes e Corretagem de Seguros S/A Ord ,wizs3,brazil,bvmf,insurance brokering
Wizit Co. Ltd. ,036090,south korea,xkrx,semiconductors
Wizz Air Holdings PLC ,wzzaf,united states,ootc,passenger airlines
Wizz Air Holdings PLC ,wizz,united kingdom,xlon,passenger airlines
Wizz Air Holdings PLC ,wizz,hungary,xbud,passenger airlines
WLS Holdings Ltd. ,8021,hong kong,xhkg,construction
WM Technology Inc. ,maps,united states,xnas,internet/online
WM Technology Inc. Wt ,mapsw,united states,xnas,None
WMCH Global Investment Ltd. ,8208,hong kong,xhkg,construction
WMG Holdings Bhd ,6378,malaysia,xkls,real estate developers
WNS (Holdings) Ltd. ADR ,wns,united states,xnys,diversified business services
WntResearch AB ,wnt,sweden,xsat,biotechnology
Wockhardt Ltd. ,532300,india,xbom,None
WODKAN Przedsiebiorstwo Wodociagow i Kanalizacji S.A. ,wod,poland,xwar,environment/waste management
Wojas S.A. ,woj,poland,xwar,footwear
Wolfden Resources Corp. ,wlfff,united states,ootc,general mining
Wolfden Resources Corp. ,wlf,canada,xtsx,general mining
Wolford AG ,0gja,united kingdom,xlon,clothing
Wolford AG ,wol,austria,xwbo,clothing
Wolford AG ADR ,wlfdy,united states,ootc,clothing
Wolfspeed Inc. ,0i4q,united kingdom,xlon,semiconductors
Wolfspeed Inc. ,wolf,united states,xnys,semiconductors
Wolftank-Adisa Holding AG ,wolf,austria,xwbo,chemicals
Wolftank-Adisa Holding AG ,wah,united states,xetr,chemicals
Wolong Electric Group Co. Ltd. ,600580,china,xshg,industrial electronics
Wolong Real Estate Group Co. Ltd. A ,600173,china,xshg,real estate developers
Wolters Kluwer N.V. ,wosb,germany,xfra,publishing
Wolters Kluwer N.V. ,0nmu,united kingdom,xlon,publishing
Wolters Kluwer N.V. ,woltf,united states,ootc,publishing
Wolters Kluwer N.V. ,wkl,netherlands,xams,publishing
Wolters Kluwer N.V. ADR ,wtkwy,united states,ootc,publishing
Wolverine Energy & Infrastructure Inc. ,weii,canada,xtsx,oil extraction
Wolverine Technologies Corp. ,wolv,united states,ootc,general mining
Wolverine World Wide Inc. ,www,united states,xnys,footwear
Won IK Corp. ,032940,south korea,xkrx,wholesalers
Won Tech Co. Ltd. ,216280,south korea,xkon,medical equipment/supplies
Wonbang Tech Co. Ltd. ,053080,south korea,xkrx,precision products
Wonbiogen Co. Ltd. ,307280,south korea,xkrx,pharmaceuticals
WonderFi Technologies Inc. ,wondf,united states,ootc,shell companies
Wonderful Hi-Tech Co. Ltd. ,6190,taiwan,roco,industrial electronics
Wonderful Sky Financial Group Holdings Ltd. ,1260,hong kong,xhkg,advertising/marketing/public relations
Wonderful Times Group AB ,wtg,sweden,xsat,toys & games
Wonderla Holidays Ltd. ,538268,india,xbom,recreational services
WonderPlanet Inc. ,4199,japan,xtks,software
Wonders Information Co. Ltd. ,300168,china,xshe,software
Wondershare Technology Group Co. Ltd. A ,300624,china,xshe,software
Wong Engineering Corp. Bhd ,7050,malaysia,xkls,industrial products
Wong Fong Industries Ltd. ,1a1,singapore,xses,technical services
Wong's International (Holdings) Ltd. ,99,hong kong,xhkg,industrial electronics
Wong's Kong King International (Holdings) Ltd. ,532,hong kong,xhkg,semiconductors
Wonik Cube Corp. ,014190,south korea,xkrx,chemicals
Wonik Holdings Co. Ltd. ,030530,south korea,xkrx,industrial machinery
Wonik IPS Co. Ltd. ,240810,south korea,xkrx,semiconductors
Wonik Materials Co. Ltd. ,104830,south korea,xkrx,chemicals
Wonik PNE Co. Ltd. ,131390,south korea,xkrx,industrial electronics
Wonik QnC Corp. ,074600,south korea,xkrx,semiconductors
Wonil Special Steel Co. Ltd. ,012620,south korea,xkrx,iron/steel
Wonlim Corp. ,005820,south korea,xkrx,containers/packaging
Wonpoong Corp. ,008370,south korea,xkrx,chemicals
Wonpung Mulsan Co. Ltd. ,008290,south korea,xkrx,clothing
Wooboard Technologies Ltd. ,woo,australia,xasx,software
Wood One Co. Ltd. ,7898,japan,xtks,building materials/products
Wood SPAC One S.A. ,wso,czech republic,xpra,shell companies
Wielton S.A. ,wlt,poland,xwar,commercial vehicles
Wiener Privatbank SE ,wpb,austria,xwbo,investment advisors
Wienerberger AG ,0mkz,united kingdom,xlon,building materials/products
Wienerberger AG ,wib,united states,xetr,building materials/products
Wienerberger AG ,wie,austria,xwbo,building materials/products
Wienerberger AG ADR ,wbrby,united states,ootc,building materials/products
Wierzyciel S.A. ,wrl,poland,xwar,finance companies
Wieson Technologies Co. Ltd. ,6272,taiwan,roco,industrial electronics
Wifack International Bank S.A. ,wifak,tunisia,xtun,banking
Wi-Fi TV Inc. ,wift,united states,ootc,broadcasting
Wihlborgs Fastigheter AB ,wihl,sweden,xsto,real estate developers
Wihlborgs Fastigheter AB ,0a0i,united kingdom,xlon,real estate developers
WIIK PCL ,wiik,thailand,xbkk,building materials/products
Wiit S.p.A. ,wiit,italy,xmil,internet/online
Wijaya Karya ,wika,indonesia,xidx,construction
Wijaya Karya Bangunan Gedung ,wege,indonesia,xidx,construction
Wijaya Karya Beton ,wton,indonesia,xidx,building materials/products
Wikana S.A. ,wik,poland,xwar,real estate developers
Wikisoft Corp. ,wsft,united states,ootc,gambling industries
Wilcon Depot Inc. ,wlcon,philippines,xphs,home goods retail
Wild Bunch AG ,wbah,germany,xfra,None
WildBrain Ltd. ,wild,canada,xtse,motion picture/sound recording
WildBrain Ltd. ,wldbf,united states,ootc,motion picture/sound recording
Wildcat Petroleum PLC ,wcat,united kingdom,xlon,oil extraction
Wildcat Resources Ltd. ,wc8,australia,xasx,mining support services
Wildpack Beverage Inc. ,cans,canada,xtsx,shell companies
Wilhelm Wilhelmsen Holding ASA ,wwi,norway,xosl,water transport/shipping
Wilhelm Wilhelmsen Holding ASA ,0p0t,united kingdom,xlon,water transport/shipping
Wilhelm Wilhelmsen Holding ASA Series B ,wwib,norway,xosl,water transport/shipping
Wilhelmina International Inc. ,whlm,united states,xnas,employment/training services
Wilk Technologies Ltd. ,wilk,israel,xtae,food products
Will Co. Ltd. ,3241,japan,xtks,real estate developers
Will Group Inc. ,6089,japan,xtks,employment/training services
Will Semiconductor Co. Ltd. Shanghai A ,603501,china,xshg,semiconductors
WilLak AB ,wil,sweden,xngm,building materials/products
Willamette Valley Vineyards Inc. ,wvvi,united states,xnas,alcoholic beverages/drinks
Willamette Valley Vineyards Inc. Redeem. Pfd. Series A ,wvvip,united states,xnas,alcoholic beverages/drinks
Willas-Array Electronics (Holdings) Ltd. ,bdr,singapore,xses,industrial electronics
Willas-Array Electronics (Holdings) Ltd. ,854,hong kong,xhkg,industrial electronics
Willbes & Co. Ltd. ,008600,south korea,xkrx,clothing
Willdale Ltd. ,wild,zimbabwe,xzim,building materials/products
Willdan Group Inc. ,wldn,united states,xnas,technical services
Willfar Information Technology Co. Ltd. A ,688100,china,xshg,emerging technologies
William Penn Bancorp Inc. ,wmpn,united states,xnas,banking
Williams Cos. ,0lxb,united kingdom,xlon,pipeline transportation
Williams Cos. ,wmb,united states,xnys,pipeline transportation
Williams Industrial Services Group Inc. ,wlms,united states,xase,diversified business services
Williams Rowland Acquisition Corp. ,wrac.ut,united states,xnys,shell companies
Williams Rowland Acquisition Corp. ,wrac,united states,xnys,shell companies
Williams Rowland Acquisition Corp. Wt ,wrac.wt,united states,xnys,None
Williamson Financial Services Ltd. ,519214,india,xbom,finance companies
Williamson Magor & Co. Ltd. ,519224,india,xbom,None
Williamson Tea Kenya Ltd. ,wtk,kenya,xnai,farming
Williams-Sonoma Inc. ,wsm,united states,xnys,home goods retail
Williams-Sonoma Inc. ,0lxc,united kingdom,xlon,home goods retail
Willings Co. Ltd. ,313760,south korea,xkrx,industrial electronics
Willis Lease Finance Corp. ,wlfc,united states,xnas,general services
Willis Towers Watson PLC ,wtw,united states,xnas,insurance brokering
Willis Towers Watson PLC ,0y4q,united kingdom,xlon,insurance brokering
Willow Biosciences Inc. ,cansf,united states,ootc,pharmaceuticals
Willowglen MSC Bhd ,0008,malaysia,xkls,networking
Willplus Holdings Corp. ,3538,japan,xtks,specialty retail
WILLs Inc. ,4482,japan,xtks,software
WillScot Mobile Mini Holdings Corp. ,wsc,united states,xnas,real estate developers
Willtec Co. Ltd. ,7087,japan,xtks,diversified business services
Willy Food Investments Ltd. ,wlfd,israel,xtae,food retail
Wilmar Cahaya Indonesia ,ceka,indonesia,xidx,food products
Wilmar International Ltd. ,wlmif,united states,ootc,food products
Wilmar International Ltd. ,f34,singapore,xses,food products
Wilmar International Ltd. ,rtha,germany,xfra,food products
Wilmar International Ltd. ADR ,wlmiy,united states,ootc,food products
Wilmington Capital Management Inc. Cl A ,wcm.a,canada,xtse,finance companies
Wilmington PLC ,wil,united kingdom,xlon,diversified business services
Wilson ASA ,wils,norway,xosl,water transport/shipping
Wilson Bank Holding Co. ,wbhc,united states,ootc,banking
Wilson Bayly Holmes-Ovcon Ltd. ,wbo,south africa,xjse,construction
Wilton Makmur Indonesia ,sqmi,indonesia,xidx,gold
Wilton Resources Corp. Ltd. ,5f7,singapore,xses,gold
Wilton Resources Inc. ,wil,canada,xtsx,oil extraction
Wim Plast Ltd. ,526586,india,xbom,furniture
WiMi Hologram Cloud Inc. ADR ,wimi,united states,xnas,emerging technologies
Win Hanverky Holdings Ltd. ,3322,hong kong,xhkg,clothing
Win Semiconductors Corp. ,3105,taiwan,roco,semiconductors
Winall Hi-Tech Seed Co. Ltd. ,300087,china,xshe,farming
WINBO-Dongjian Automotive Technology Co. Ltd. A ,300978,china,xshe,motor vehicle parts
Winbond Electronics Corp. ,2344,taiwan,xtai,semiconductors
Winc Inc. ,wbev,united states,xase,alcoholic beverages/drinks
Wincanton PLC ,win,united kingdom,xlon,transportation services
Winchester Energy Ltd. ,wel,australia,xasx,oil extraction
Windar Photonics PLC ,wpho,united kingdom,xlon,industrial electronics
windeln.de SE ,wdl1,united states,xetr,mixed retailing
Windfall Geotek Inc. ,win,canada,xtsx,mining support services
Windfall Geotek Inc. ,winkf,united states,ootc,mining support services
Windforce Ltd. ,wind.n0000,sri lanka,xcol,renewable energy generation
WindGen Energy Inc. ,wgei,united states,ootc,industrial electronics
Windlas Biotech Ltd. ,543329,india,xbom,pharmaceuticals
WINDMILL Group Ltd. ,1850,hong kong,xhkg,general services
WindowMaster International A/S ,wma,denmark,xcse,building materials/products
Windrock Land Co. ,wrlc,united states,ootc,oil extraction
Windsor Machines Ltd. ,522029,india,xbom,industrial machinery
WindSun Science & Technology Co. Ltd. A ,688663,china,xshg,industrial electronics
Windtree Therapeutics Inc. ,wint,united states,xnas,pharmaceuticals
Windtree Therapeutics Inc. Wt ,wintw,united states,ootc,None
Windward Ltd. ,wnwd,united kingdom,xlon,emerging technologies
Wine's Link International Holdings Ltd. ,8509,hong kong,xhkg,food retail
Winfarm ,alwf,france,xpar,farming
Winfull Group Holdings Ltd. ,183,hong kong,xhkg,real estate developers
Wing Fung Group Asia Ltd. ,8526,hong kong,xhkg,construction
Wing Lee Property Investments Ltd. ,864,hong kong,xhkg,real estate developers
Wing On Co. International Ltd. ,289,hong kong,xhkg,mixed retailing
Wing Tai Holdings Ltd. ,w05,singapore,xses,real estate developers
Wing Tai Properties Ltd. ,369,hong kong,xhkg,real estate developers
Wing Yip Food China Holdings Group Ltd. ,900340,south korea,xkrx,food retail
Wingara AG Ltd. ,wnr,australia,xasx,farming
WingArc1st Inc. ,4432,japan,xtks,software
Wingstop Inc. ,wing,united states,xnas,restaurants
Wingtech Technology Co. Ltd. A ,600745,china,xshg,emerging technologies
Winha International Group Ltd. ,winh,united states,ootc,mixed retailing
Winhitech Co. Ltd. ,192390,south korea,xkrx,iron/steel
Winia Dimchae Co. Ltd. ,071460,south korea,xkrx,housewares
Winix Inc. ,044340,south korea,xkrx,housewares
Winland Holdings Corp. ,welx,united states,ootc,precision products
Winmark Corp. ,wina,united states,xnas,specialty retail
WinMate Inc. ,3416,taiwan,xtai,computers/consumer electronics
Winmill & Co. Inc. Cl A ,wnmla,united states,ootc,investment advisors
Winnebago Industries Inc. ,wgo,united states,xnys,automobiles
Winner Group Enterprise PCL ,winner,thailand,xbkk,food retail
Winner Medical Co. Ltd. ,300888,china,xshe,medical equipment/supplies
Winner Nusantara Jaya ,winr,indonesia,xidx,residential building construction
Winner Technology Co. Inc. A ,300609,china,xshe,software
Winnergy Medical PCL ,winmed,thailand,xbkk,medical equipment/supplies
Winners Inc. ,wnrs,united states,ootc,diversified business services
Winning Brands Corp. ,wnbd,united states,ootc,nondurable household products
